feature,chi2,pval,mean_spam,mean_ham,spam_minus_ham
net,40.13276779076163,2.3727533610020624e-10,0.009404019531192133,0.001201259506918056,0.008202760024274077
low,39.975451761004784,2.5717463737065985e-10,0.006452104572674983,0.0003701761858438767,0.0060819283868311065
search,39.58355141452511,3.1431958536557906e-10,0.00867924797830386,0.0009957932384453575,0.007683454739858504
remove,39.20188481354792,3.821711243565828e-10,0.006624218609103557,0.0004349146367642247,0.0061893039723393325
500,38.85550743307679,4.563645435131367e-10,0.006548687784553384,0.0004268696049323263,0.006121818179621058
50,38.66606530499088,5.028763883923063e-10,0.00980462573944156,0.0014061852344627074,0.008398440504978852
win,38.30613304922368,6.047229054903738e-10,0.006747166501844424,0.0004942167174884501,0.006252949784355974
delivery,38.09116506590703,6.751514970757121e-10,0.007235828787766524,0.0006316755848141525,0.006604153202952371
draw,38.02310788024138,6.991169649675359e-10,0.00583129139869165,0.00028156280159451045,0.005549728597097139
unsubscribe,37.85674375090371,7.613474759859108e-10,0.0062888108626134274,0.00039345276916026063,0.005895358093453167
mailing,37.73744198820408,8.093607391460239e-10,0.006672250874849782,0.0004933879760270791,0.006178862898822703
life,37.56988706581495,8.819560020001227e-10,0.01170490342906363,0.002168700462070178,0.009536202966993451
cd,37.178291487543675,1.0780725598455753e-09,0.004939206644599019,0.00011642369071350968,0.004822782953885509
awarded,36.840793107031615,1.281799770483316e-09,0.004535555376353343,4.980287665686448e-05,0.004485752499696479
landline,36.66294841854655,1.4042318096052076e-09,0.004587280957765197,6.250254496802675e-05,0.00452477841279717
sites,36.583704168450126,1.4624923752128182e-09,0.005465267559258259,0.00023870641920512194,0.005226561140053137
php,36.222251992091536,1.7604886734966211e-09,0.004167664778597856,4.362556807198856e-07,0.004167228522917136
150ppm,35.99873735876015,1.974454315025436e-09,0.004139213218208594,0.0,0.004139213218208594
site,35.43882586797551,2.63187931973546e-09,0.011311423450580359,0.0021523016714831817,0.009159121779097177
projecthoneypot,35.293492564256844,2.835779940090484e-09,0.004058122635880975,0.0,0.004058122635880975
250,34.86469864664737,3.534312321635833e-09,0.004687256984719937,0.0001198579672270256,0.004567399017492911
ciick,34.5414092513768,4.172790990568099e-09,0.0039716464587072325,0.0,0.0039716464587072325
won,33.99433244447191,5.527283836922674e-09,0.008360905536524884,0.0011482136783913383,0.007212691858133545
competitors,33.680685756793245,6.49422988018725e-09,0.004868279021168246,0.00018469866275566525,0.0046835803584125806
proven,33.25399761970826,8.087332778503406e-09,0.004318016495048907,8.529258581687088e-05,0.004232723909232037
mortgage,32.94656882770286,9.47267812107996e-09,0.004350904682586362,9.819419360907743e-05,0.004252710488977284
hou,32.878250942203465,9.811481783766783e-09,4.312608220026153e-05,0.016388579762303374,-0.016345453680103112
tones,32.59641266568456,1.1342390732520456e-08,0.003748006515543816,0.0,0.003748006515543816
dating,32.533432818331654,1.1715961267800965e-08,0.003954781023274671,3.5272120207478164e-05,0.0039195089030671934
statements,31.785565203542888,1.7216754484717852e-08,0.0044064068546406125,0.0001355807916320202,0.004270826063008592
custom,31.61632022264306,1.8784428157919385e-08,0.004626949622483443,0.00018549208242603493,0.004441457540057409
wili,31.38175040582525,2.1196389821693277e-08,0.0036083420036593363,0.0,0.0036083420036593363
text,31.109011641842418,2.4393626393891758e-08,0.013315662896886687,0.0033511809712054572,0.00996448192568123
breath,31.1083756352974,2.4401620387054614e-08,0.0036745998872281505,1.5779938245496875e-05,0.0036588199489826535
fast,31.090487869367053,2.4627530507540752e-08,0.006575001118026068,0.0007083383998027406,0.005866662718223327
kaminski,31.019750578277737,2.5541607120223957e-08,0.0,0.015371531505588587,-0.015371531505588587
opt,30.8445030185519,2.795528610300374e-08,0.0041134595569407295,9.960209858796753e-05,0.004013857458352762
revamping,30.708282234125466,2.998823051634438e-08,0.0035309051666236016,0.0,0.0035309051666236016
macromedia,30.626033756597426,3.128673997628369e-08,0.0035533080723350635,5.0816335856850895e-06,0.0035482264387493787
rate,30.617742375594425,3.142072701281772e-08,0.007847272338144657,0.0011422661301657036,0.006705006207978953
cialls,30.42698268311898,3.4667236827083896e-08,0.0034985607316452764,0.0,0.0034985607316452764
0000,30.426955378834883,3.4667724781371093e-08,0.0038247255324310218,5.502344531777772e-05,0.003769702087113244
logos,30.354164487619176,3.5993338946237365e-08,0.0036888308179860267,3.273202661065168e-05,0.003656098791375375
artwork,30.193274982804827,3.9106312202045105e-08,0.0035274063697374337,8.930423538441799e-06,0.003518475946198992
offer,30.011861613968243,4.2941151646386756e-08,0.010728199219859971,0.0022939362647409686,0.008434262955119003
shlpplng,29.789570751833786,4.815756593622008e-08,0.0034252697196543386,0.0,0.0034252697196543386
company,29.767201882818163,4.8716436849184316e-08,0.013742827852083535,0.0036782755884756757,0.010064552263607859
10p,29.711532219112662,5.0135678377992466e-08,0.003416296679212677,0.0,0.003416296679212677
shops,29.163737937465,6.651245259274841e-08,0.003353310099743014,0.0,0.003353310099743014
mx,28.823681249051788,7.927585316112176e-08,0.0043001326371036605,0.00018679313990618626,0.004113339497197474
content,28.77143119987003,8.14436686979719e-08,0.006427827723959902,0.0007609415599249096,0.0056668861640349925
mailings,28.69273762899672,8.482122782801046e-08,0.003560397316955231,4.367735148473474e-05,0.0035167199654704963
expires,28.403114590133132,9.850670291493689e-08,0.0035018722700033197,3.9284159796043245e-05,0.0034625881102072764
studio,28.364146398166664,1.0050963709969228e-07,0.003858199773430324,0.0001062824853653533,0.0037519172880649708
submit,28.34046773337117,1.0174658254094278e-07,0.005462163272871005,0.0004917366114245538,0.0049704266614464514
breathing,28.328171553808346,1.0239492620034674e-07,0.0035191336404622247,4.3821243830283925e-05,0.0034753123966319408
fresh,28.30811873483396,1.0346114899947341e-07,0.003738850317774924,8.446407694193626e-05,0.003654386240832988
professional,28.26942599257594,1.0555001669779737e-07,0.0057212849654365095,0.0005681035488075101,0.005153181416628999
localized,28.134700349029156,1.1315867232551629e-07,0.0033132900669463603,1.2620931799138731e-05,0.0033006691351472215
med,27.881539551903643,1.2897444001496618e-07,0.003486281805491717,4.712978646782505e-05,0.003439152019023892
squirrelmail,27.443587232512815,1.617443163779567e-07,0.0031555234256080045,0.0,0.0031555234256080045
70,27.308368941661204,1.73459029590029e-07,0.004114159675346387,0.00018576865668320394,0.003928391018663184
pro,27.296258717521518,1.745488153153157e-07,0.004252676262307774,0.00021718878469691,0.004035487477610864
cialis,27.20221935789121,1.8324820065428672e-07,0.0031277704217421184,0.0,0.0031277704217421184
music,27.178258225505125,1.8553342245285287e-07,0.0035181791536363846,6.76835338395363e-05,0.0034504956197968484
tried,27.088947020690895,1.9430573765280172e-07,0.0055400357561167,0.0005611847011190505,0.00497885105499765
erectile,26.823459084001197,2.2291483542139902e-07,0.003084219740600344,0.0,0.003084219740600344
5000,26.7965250490722,2.2604344143138673e-07,0.0033632723755669574,4.754773534489152e-05,0.003315724640222066
satisfaction,26.704980251958588,2.3700985204399343e-07,0.0033568579631767527,4.829122454501264e-05,0.00330856673863174
easy,26.34457869254206,2.856194907570102e-07,0.006607010391974042,0.0009330244690666728,0.005673985922907369
man,26.29263731298266,2.9340509206361346e-07,0.00792607580114356,0.0014148465016866965,0.006511229299456864
dysfunction,26.221191699321594,3.04462980448358e-07,0.0030149697251145905,0.0,0.0030149697251145905
wiil,25.840645565078272,3.707973508752716e-07,0.002971213701860212,0.0,0.002971213701860212
country,25.77963443073997,3.8270542464317127e-07,0.005112456018019702,0.0004878699262204463,0.004624586091799256
toois,25.74376887859028,3.898837671207634e-07,0.002960074609473414,0.0,0.002960074609473414
mix,25.73109657782748,3.924522176519638e-07,0.0032248280654502857,4.481623356455835e-05,0.0031800118318857274
advertisement,25.631383256830638,4.132632462900099e-07,0.00311604848294202,2.783766336591217e-05,0.0030882108195761076
collection,25.49267292507245,4.440661456974149e-07,0.0038742119221211696,0.00018086034285303863,0.003693351579268131
2000,25.4509718460558,4.5376900910063776e-07,0.0016055127805352002,0.015955914547498146,-0.014350401766962945
riqht,25.284487056226858,4.946712612477587e-07,0.0029072653853313615,0.0,0.0029072653853313615
mens,25.212789937698638,5.134059207566187e-07,0.0029802337109848358,1.3124426411880457e-05,0.0029671092845729554
apply,24.968948645220696,5.82611019507125e-07,0.004785166370614388,0.0004256798460627484,0.004359486524551639
wiii,24.785273950236785,6.408520371647564e-07,0.002849864775237067,0.0,0.002849864775237067
link,24.741567704983527,6.555497283405911e-07,0.006302547232812372,0.000909688927459809,0.005392858305352563
spam,24.623879255818974,6.968288175278247e-07,0.002866633499221191,5.648011530914914e-06,0.002860985487690276
errrectlon,24.55449123788497,7.223777292385515e-07,0.0028233288763809326,0.0,0.0028233288763809326
unlimited,24.435813424336388,7.682715293741882e-07,0.004211025525603811,0.0002915642320313262,0.003919461293572485
professionai,24.42687640316428,7.718436853769668e-07,0.002808655444769952,0.0,0.002808655444769952
line,23.989048508739124,9.688522036133348e-07,0.007475307020135186,0.0013853475521746266,0.006089959467960559
charset,23.858876147874824,1.0366277993984177e-06,0.003129058792411175,6.699841239969417e-05,0.0030620603800114807
sampies,23.805797660981227,1.0656101070905315e-06,0.002737242458431785,0.0,0.002737242458431785
sae,23.49892421876933,1.2498363242642492e-06,0.0027019574817488015,0.0,0.0027019574817488015
removal,23.330384416032295,1.3642772241576402e-06,0.002889503637118849,3.45501591722499e-05,0.002854953477946599
valid,23.280774141930355,1.399924114747102e-06,0.0036151229418230064,0.00018251355337807213,0.0034326093884449343
prescription,23.14542744353286,1.5019994540736213e-06,0.003175935312574025,9.218769622691327e-05,0.0030837476163471118
linux,23.094708674005318,1.5421450528673515e-06,0.003540072800464264,0.00017061912781913738,0.0033694536726451263
dvd,23.09127031085659,1.5449052673814028e-06,0.0029959854356215367,5.8778965928124356e-05,0.0029372064696934126
customers,23.08160234027992,1.5526930074292197e-06,0.005493195022059383,0.0007185390283443465,0.0047746559937150365
marketinq,23.04650405685529,1.5812977930514932e-06,0.0026499372262682864,0.0,0.0026499372262682864
identifier,22.968203534153982,1.6470315261433956e-06,0.0026409340616481533,0.0,0.0026409340616481533
camera,22.87211250386264,1.7314583963738504e-06,0.003468086565864685,0.0001605191651206728,0.003307567400744012
games,22.79426681904221,1.803027759647251e-06,0.0029913483955282924,6.436911527177389e-05,0.0029269792802565186
viaqra,22.779441140809613,1.8169908345278643e-06,0.0026192297505817654,0.0,0.0026192297505817654
successfull,22.718656025307567,1.8753824969954345e-06,0.002699266482319053,1.411490259539049e-05,0.0026851515797236625
peopie,22.659381485413707,1.934135486001284e-06,0.002605425029942935,0.0,0.002605425029942935
struggle,22.598310939142852,1.9966006100100547e-06,0.002712267264058953,1.859941118834557e-05,0.0026936678528706073
packages,22.56327913516868,2.033341670612061e-06,0.0029852875960881286,6.831164830612535e-05,0.002916975947782003
visuai,22.545910522309907,2.0518084491867145e-06,0.0025923778914924574,0.0,0.0025923778914924574
mob,22.50017113826696,2.101248744044579e-06,0.002587118677505687,0.0,0.002587118677505687
miiiion,22.482882428033548,2.120246035564537e-06,0.0025851307839523433,0.0,0.0025851307839523433
150,22.366277448264935,2.252953913164054e-06,0.0033827480046502586,0.00015505360562605158,0.003227694399024207
countries,22.35341020676306,2.268099411245755e-06,0.0034142990583527497,0.00016242046548649213,0.0032518785928662575
total,22.291298078774215,2.342658052567697e-06,0.006308689858619518,0.001044689528857611,0.005264000329761907
12hrs,22.129298824753604,2.5488971423458883e-06,0.002544474971226124,0.0,0.002544474971226124
750,21.932231804962093,2.8244989264126727e-06,0.0028850405791843196,6.322221248479876e-05,0.002821818366699521
sexual,21.896046211577392,2.8782633799737456e-06,0.00283664598330739,5.4944429096134155e-05,0.002781701554211256
convinient,21.823084351060093,2.9898128093423728e-06,0.002509265764178463,0.0,0.002509265764178463
visual,21.7786207287983,3.059908772625448e-06,0.0038870328111150275,0.0002941812117516208,0.0035928515993634068
formats,21.636447504327094,3.2953009016544687e-06,0.0027678104655989282,4.781133841705291e-05,0.002719999127181875
2003,21.57812515942723,3.397042657609216e-06,0.0028411080287574163,6.27023561128466e-05,0.0027784056726445697
prlces,21.545449577336587,3.45541588311359e-06,0.0024773427132731506,0.0,0.0024773427132731506
male,21.544677854064332,3.4568066253124907e-06,0.002600697687842235,2.0245419534511827e-05,0.0025804522683077233
simply,21.51641824966046,3.5081227046143417e-06,0.004661070669873498,0.0005238323297807127,0.004137238340092785
orange,21.47435116162518,3.5859308789997795e-06,0.0032614538730846108,0.00015188930901326034,0.0031095645640713504
customer,21.38327796120374,3.7603663897882742e-06,0.007482306372201012,0.001566544068461508,0.005915762303739505
specially,21.31683775845892,3.892970595981107e-06,0.002580534916612588,2.127751118414155e-05,0.0025592574054284466
privacy,21.313275280495834,3.90021184291027e-06,0.0036888262802017074,0.00025832543961039887,0.0034305008405913088
cc,21.211246993919094,4.113436010061017e-06,0.00042607960387564534,0.011438163031831127,-0.011012083427955482
08000930705,21.18408052866728,4.172156365541295e-06,0.00243579171308121,0.0,0.00243579171308121
award,21.019505713400754,4.546312238071767e-06,0.0036654289252232766,0.0002617372304158998,0.003403691694807377
receiving,21.005486589335664,4.579700017559651e-06,0.004943696958707548,0.0006357788739685158,0.004307918084739033
perfect,20.940686419371684,4.737253535601942e-06,0.003944293833488311,0.0003380484724656329,0.003606245361022678
sf,20.910578944971476,4.812295848554892e-06,0.0027335708246611677,5.706053086461129e-05,0.0026765102937965565
freemsg,20.714999455388725,5.329687404163624e-06,0.002381855749728496,0.0,0.002381855749728496
www,20.682669549649262,5.4204385199639306e-06,0.0114033546795687,0.0034797681813026533,0.007923586498266046
pm,20.35808568326054,6.4221145400842735e-06,0.00060961687711445,0.011400058099682225,-0.010790441222567775
men,20.291119043031166,6.650857982172755e-06,0.004017006622945517,0.0003820053132358621,0.003635001309709655
attempt,20.268916499578484,6.728488268799886e-06,0.003491813187136811,0.00024156045756290376,0.0032502527295739073
sp,20.182704192556088,7.038647455891405e-06,0.0026177557891932887,5.121596908919468e-05,0.002566539820104094
ac,20.078020238931064,7.434621428247437e-06,0.0030187120724725807,0.0001352274727546785,0.002883484599717902
um,20.07473528632845,7.447402477505719e-06,0.0026105501243604734,5.220733148867222e-05,0.002558342792871801
email,20.06636729893996,7.480060279012181e-06,0.015493005388694013,0.005818229413681469,0.009674775975012545
boost,20.0160171678556,7.679619589375315e-06,0.0027690912863041275,8.423012610008293e-05,0.0026848611602040447
adult,20.014693131355827,7.684938825071428e-06,0.0025368834900611186,3.996580638844465e-05,0.002496917683672674
pharmaceutical,19.977462938402233,7.836032648446903e-06,0.0024421530384004905,2.400813562436568e-05,0.002418144902776125
camcorder,19.973289000232164,7.85315687262771e-06,0.002296572266325418,0.0,0.002296572266325418
poly,19.959038723005158,7.911904412707778e-06,0.0022949337384161384,0.0,0.0022949337384161384
research,19.957023464602006,7.92024795732358e-06,0.000592382130798549,0.011164593821243496,-0.010572211690444946
enter,19.869139064304658,8.292828941067582e-06,0.00418971165772883,0.00044901658148486427,0.003740695076243966
sais,19.814551620607634,8.53305757013342e-06,0.002480982987305313,3.4095770638512054e-05,0.002446887216666801
ok,19.78299608415479,8.67510139687602e-06,0.0009391570115188236,0.011787985646301966,-0.010848828634783142
130,19.765570615497996,8.75455518510848e-06,0.0027974253913689356,9.598277418385628e-05,0.002701442617185079
koi,19.705601682294677,9.03361759253886e-06,0.0022657929955495764,0.0,0.0022657929955495764
3107,19.65985520265706,9.252487181101878e-06,0.0022605329656958783,0.0,0.0022605329656958783
shows,19.649491968822815,9.302804193151174e-06,0.004236555638193632,0.00047223959506040975,0.003764316043133222
loan,19.600901493352072,9.542416287159342e-06,0.004563592133623996,0.0005771855116736155,0.003986406621950381
design,19.47003542584814,1.0219025862839637e-05,0.005054665028527247,0.0007487999487667072,0.00430586507976054
complimentary,19.446215088222385,1.0347268405060477e-05,0.002682612506869412,8.029952215753452e-05,0.0026023129847118774
gift,19.426389642144706,1.0455234837878148e-05,0.004344564712736136,0.000515201615855948,0.003829363096880188
voucher,19.42205417477076,1.0478995474474049e-05,0.0024568808689157473,3.790148004049372e-05,0.0024189793888752535
samples,19.366509432391545,1.0788250592436834e-05,0.00256577064556846,5.9288574417528644e-05,0.0025064820711509315
penis,19.361365266813298,1.0817351245413492e-05,0.0028878053913231672,0.00012532640214455365,0.0027624789891786137
thinkgeek,19.356717084757367,1.0843713891760732e-05,0.0022256774847369634,0.0,0.0022256774847369634
corel,19.331567109464714,1.0987477507491618e-05,0.0022806430616904485,9.337428591905617e-06,0.0022713056330985427
graphics,19.3241659222313,1.1030147924397293e-05,0.00307351378929378,0.00016826726536713584,0.002905246523926644
recipients,19.21492770670834,1.1679649200151161e-05,0.0024098100770848707,3.375907465333161e-05,0.002376051002431539
biz,19.05560635569061,1.2696422443697946e-05,0.002191055117361229,0.0,0.002191055117361229
90,19.050610051511665,1.2729707267887372e-05,0.0037875335938456806,0.0003632496893711598,0.0034242839044745206
woman,19.00183546053217,1.3059277227519039e-05,0.002991001064143189,0.0001582111186345958,0.0028327899455085933
future,18.96876014870427,1.32876297328998e-05,0.007576221884708116,0.0017962238142906154,0.0057799980704175006
failed,18.95868677217981,1.335796993472938e-05,0.003142986777448998,0.00019547155388070992,0.002947515223568288
land,18.914933131286006,1.366785772676027e-05,0.003178160534146862,0.0002053967529442463,0.0029727637812026154
redeemed,18.877654998382944,1.393757252996897e-05,0.0021705938827622103,0.0,0.0021705938827622103
gt,18.856823702880597,1.4090612680564701e-05,0.0,0.009344313034133099,-0.009344313034133099
confidentiaiity,18.85134977909917,1.4131106924627009e-05,0.0021675692513624437,0.0,0.0021675692513624437
premiere,18.771044079899827,1.4738795721185664e-05,0.0022916010849695864,2.202928418240051e-05,0.002269571800787186
secret,18.752984010382484,1.487903569304552e-05,0.00308262044809702,0.00018699507750080164,0.0028956253705962184
welcome,18.70304033713234,1.5273875670744735e-05,0.0054841161126695445,0.0009478093086280577,0.0045363068040414865
meeting,18.70166922647981,1.528486243218236e-05,0.0002334497535460592,0.009780083720356806,-0.009546633966810747
bulk,18.700858512963816,1.5291362444086615e-05,0.0027620425238590795,0.00011513746015128878,0.0026469050637077905
carefui,18.682003372798256,1.544332188649354e-05,0.0021480974327697197,0.0,0.0021480974327697197
paypal,18.657746342210654,1.564104987756274e-05,0.0030003210740935926,0.0001701570549308015,0.002830164019162791
solicitation,18.641576715027384,1.5774264951327383e-05,0.002469109317620844,5.695130279034238e-05,0.0024121580148305016
wk,18.618669959173847,1.5964937668583076e-05,0.0036692121369647024,0.00034576907340314343,0.003323443063561559
xp,18.59465161986205,1.61673498664825e-05,0.0021380535379857484,0.0,0.0021380535379857484
brinq,18.554547296970743,1.651108713685336e-05,0.0021334422556020176,0.0,0.0021334422556020176
medication,18.504043044531393,1.6954426328661912e-05,0.002168778233001207,6.609426524363131e-06,0.002162168806476844
entry,18.478782782825867,1.71806337202531e-05,0.0030692437453188792,0.00019193798831164242,0.002877305757007237
image,18.46558368661373,1.730003594067251e-05,0.00417613739563167,0.0005043603071541222,0.0036717770884775475
pc,18.13909293999449,2.0534218290252228e-05,0.004765908295004572,0.0007175076612087903,0.004048400633795782
2001,18.058852342141947,2.1418046581497554e-05,0.0003864734826944024,0.009788556951900635,-0.009402083469206233
mailwisconsin,17.990706456876445,2.219860810965836e-05,0.0020686106078965675,0.0,0.0020686106078965675
million,17.884714489160253,2.346986154436496e-05,0.004225987083036227,0.0005467958347093106,0.0036791912483269164
porn,17.8799588404857,2.352858447778196e-05,0.0021075923534808953,8.341244422784797e-06,0.0020992511090581105
lf,17.873671821905788,2.3606443475194837e-05,0.0020551537106940077,0.0,0.0020551537106940077
tue,17.86199246712511,2.3751769443366423e-05,0.0036010854672920882,0.0003549282443388175,0.003246157222953271
women,17.848800120776307,2.3917002982556163e-05,0.0025280059753822184,8.705839539789451e-05,0.0024409475799843238
jokes,17.724729363988004,2.5528621520817814e-05,0.002480982987305313,8.042262974641266e-05,0.0024005603575589004
revenues,17.716755512763147,2.563585421861642e-05,0.00229558179291398,4.452502270709088e-05,0.002251056770206889
qmail,17.676408562953327,2.618542088168336e-05,0.0020324719515871364,0.0,0.0020324719515871364
instant,17.672577021054945,2.6238221972481572e-05,0.0025296489612206536,9.171532424055091e-05,0.0024379336369801025
norton,17.642497178140047,2.6656475583415396e-05,0.0021370278762975464,1.7830245531058318e-05,0.002119197630766488
agent,17.539105389111274,2.8145883526279034e-05,0.0025289720491156573,9.488234724981665e-05,0.0024340897018658406
unknown,17.527328345941676,2.8320758059341112e-05,0.0028667692385098,0.00017131719337291267,0.0026954520451368874
vouchers,17.460969767503464,2.932670927821219e-05,0.002007700329711793,0.0,0.002007700329711793
ioqo,17.420356518231966,2.9960014129444584e-05,0.0020030305298645466,0.0,0.0020030305298645466
pobox,17.38765870251949,3.047986333147833e-05,0.0019992708638058515,0.0,0.0019992708638058515
8007,17.387149506334254,3.048803011428957e-05,0.0019992123153195654,0.0,0.0019992123153195654
shirley,17.334538734729737,3.1343794100347756e-05,1.562303447782599e-05,0.008624787936135156,-0.00860916490165733
86688,17.22842867302437,3.314393688990726e-05,0.0019809622482493236,0.0,0.0019809622482493236
thanks,17.19087901119002,3.3805556491512226e-05,0.0020525824941293154,0.012611576392111173,-0.010558993897981858
discounts,17.147756625595957,3.458176037120894e-05,0.0021054511026266996,2.22002789689022e-05,0.0020832508236577974
lenders,17.147045698269135,3.459470606321926e-05,0.0024944345288043786,9.740926843337906e-05,0.0023970252603709996
75,17.04127594249936,3.657602716772381e-05,0.0036043948679606824,0.00038840806022155086,0.0032159868077391313
shop,16.972696219995328,3.792125550132541e-05,0.004776635348431433,0.0007855436252362273,0.0039910917231952055
partner,16.971356571702522,3.7948022847494e-05,0.0032797083102578417,0.0002969129011562056,0.002982795409101636
winner,16.969216851269184,3.7990815735365236e-05,0.002426894931781739,8.763242870629571e-05,0.0023392625030754437
security,16.957661042575292,3.8222763492054234e-05,0.0056431111442624225,0.0011225132186846649,0.004520597925577758
visitors,16.935398240874914,3.8673642349415257e-05,0.002393857050398257,8.161905810522634e-05,0.0023122379922930307
await,16.87311823429783,3.9963576162535295e-05,0.002452930308319758,9.550178842607067e-05,0.0023574285198936875
vain,16.862560332711308,4.0186498586251364e-05,0.0019388939097057952,0.0,0.0019388939097057952
550,16.84005631090061,4.0665835496515415e-05,0.002137051010684937,3.4088495731857646e-05,0.002102962514953079
endlogo,16.762560018246795,4.2360924174359335e-05,0.0019273956557717363,0.0,0.0019273956557717363
